날짜,현재유량,백분위값 10%,백분위값 25%,백분위값 50%,백분위값 75%,백분위값 90%
1997-03-31,7.61,0.492,1.36,2.46,7.83,70.302
1997-04-01,7.61,0.56,1.41,2.68,8.315,58.85
1997-04-02,9.83,0.535,1.1725,2.72,11.7575,48.47
1997-04-03,12.40,0.675,1.2325,2.46,11.6675,71.425
1997-04-04,7.61,0.445,1.3375,3.95,9.44,68.035
1997-04-05,7.61,0.48,1.03,3.83,8.24,59.456
1997-04-06,7.61,0.578,1.085,3.05,9.6,52.916
1997-04-07,7.61,0.62,1.045,2.88,12.0475,48.545
1997-04-08,7.61,0.63,1.09,3,11.43,45.476
1997-04-09,7.61,0.498,1.005,3.54,10.515,52.814
1997-04-10,4.16,0.587,1.175,2.795,9.4475,45.508
1997-04-11,4.16,0.55,0.9,2.51,7.685,36.723
1997-04-12,4.16,0.516,0.7275,2.575,6.8825,47.776
1997-04-13,4.16,0.497,0.83,2.585,7.2125,46.537
1997-04-14,4.16,0.478,1.075,2.48,7.89,39.818
1997-04-15,4.16,0.61,1.155,2.45,5.7425,43.815
1997-04-16,4.16,0.565,1.1475,2.21,4.145,43.815
1997-04-17,4.16,0.66,1.265,2,4.08,37.532
1997-04-18,7.61,0.646,1.135,2.35,5.805,37.532
1997-04-19,7.61,0.624,1.11,2.46,5.805,47.966
1997-04-20,7.61,0.632,1.04,2.46,5.67,37.532
1997-04-21,7.61,0.562,1.06,2.5,6.025,41.96
1997-04-22,7.61,0.516,1.11,2.46,7.805,41.44
1997-04-23,7.61,0.55,1.13,2.46,7.805,34.394
1997-04-24,7.61,0.472,1.21,2.77,8.81,32.368
1997-04-25,7.61,0.512,1.115,3.03,9.75,41.924
1997-04-26,7.61,0.616,1.58,2.89,6.505,37.532
1997-04-27,7.61,0.528,1.305,2.46,6.335,37.532
1997-04-28,7.61,0.532,0.95,2.46,6.785,37.532
1997-04-29,7.61,0.49,1.095,2.46,11.675,74.876
1997-04-30,7.61,0.466,0.85,2.46,10,76.046
1997-05-01,7.61,0.444,0.765,2.31,7.805,77.098
1997-05-02,7.61,0.41,0.88,2.46,7.805,74.876
1997-05-03,7.61,0.37,0.725,2.05,7.805,59.346
1997-05-04,7.61,0.352,0.605,2,7.775,39.288
1997-05-05,7.61,0.308,0.595,1.92,7.775,36.04
1997-05-06,7.61,0.334,0.61,2,7.775,35.08
1997-05-07,7.61,0.354,0.575,2,7.335,37.1
1997-05-08,7.61,0.294,0.55,1.64,7.355,41.348
1997-05-09,7.61,0.306,0.57,2,6.195,32.956
1997-05-10,7.61,0.346,0.51,1.59,6.215,39.636
1997-05-11,7.61,0.314,0.645,1.16,6.48,70.496
1997-05-12,7.61,0.276,0.555,1.42,6.44,67.692
1997-05-13,9.83,0.292,0.49,1.21,5.86,41.36
1997-05-14,7.61,0.31,0.48,1.33,5.035,45.032
1997-05-15,7.61,0.246,0.37,2,5.035,41.746
1997-05-16,7.61,0.236,0.37,1.73,7.585,37.878
1997-05-17,7.61,0.28,0.4625,1.9,5.7575,38.715
1997-05-18,7.61,0.282,0.51,2,7.61,73.688
1997-05-19,7.61,0.276,0.52,2.18,7.745,37.622
1997-05-20,7.61,0.284,0.36,2,6.59,34.54
1997-05-21,7.61,0.252,0.355,2,3.66,33.012
1997-05-22,7.61,0.272,0.365,2,5.275,32.156
1997-05-23,7.61,0.216,0.515,2.45,5.955,60.39
1997-05-24,15.35,0.234,0.425,2.09,5.3,55.77
1997-05-25,18.70,0.14,0.3,1.785,6.7075,44.605
1997-05-26,12.40,0.225,0.4875,1.61,6.5825,39.61
1997-05-27,7.61,0.21,0.365,1.515,6.3225,37.405
1997-05-28,12.40,0.2,0.4,1.76,2.6775,40.13
1997-05-29,7.61,0.155,0.31,1.59,2.5575,38.39
1997-05-30,9.83,0.185,0.395,1.485,2.46,38.815
1997-05-31,7.61,0.175,0.4425,1.71,6.35,39.32
1997-06-01,7.61,0.195,0.3725,1.625,2.97,39.315
1997-06-02,7.61,0.18,0.32,1.59,2.475,42.175
1997-06-03,7.61,0.18,0.3,1.785,3.1125,43.815
1997-06-04,7.61,0.145,0.2625,1.575,2.94,43.225
1997-06-05,7.61,0.115,0.1975,1.565,3.2125,43.815
1997-06-06,7.61,0.135,0.2875,1.855,3.32,43.815
1997-06-07,7.61,0.135,0.335,1.895,6.3525,43.815
1997-06-08,7.61,0.16,0.295,2,4.5725,42.53
1997-06-09,7.61,0.115,0.385,2,6.3425,43.155
1997-06-10,7.61,0.21,0.615,1.735,5.235,38.925
1997-06-11,7.61,0.185,0.32,1.38,2.46,42.87
1997-06-12,9.83,0.155,0.3025,1.3,2.52,37.59
1997-06-13,12.40,0.175,0.36,1.125,2.46,41.805
1997-06-14,7.61,0.19,0.3225,1.225,4.665,49.415
1997-06-15,7.61,0.236,0.4,1.34,3.15,44.938
1997-06-16,7.61,0.215,0.35,1.875,4.6725,38.665
1997-06-17,7.61,0.165,0.2925,2,6.4325,37.75
1997-06-18,7.61,0.222,0.34,1.66,7.61,49.984
1997-06-19,7.61,0.24,0.41,1.43,7.61,49.38
1997-06-20,7.61,0.232,0.39,1.37,7.61,50.132
1997-06-21,7.61,0.212,0.4,2,8,49.752
1997-06-22,7.61,0.204,0.33,2,7.61,49.752
1997-06-23,7.61,0.232,0.58,1.685,7.7075,51.736
1997-06-24,7.61,0.254,0.5375,2.46,9.1,72.865
1997-06-25,7.61,0.267,0.64,1.915,9.1,72.865
1997-06-26,12.40,0.286,0.645,1.99,9.1,72.865
1997-06-27,7.61,0.224,0.87,2,11.37,71.47
1997-06-28,7.61,0.19,0.87,1.89,10,71.47
1997-06-29,7.61,0.202,0.86,2,7.61,66.598
1997-06-30,7.61,0.26,1.22,2.46,13.1,71.47
1997-07-01,9.83,0.482,0.86,2.39,9.83,71.47
1997-07-02,18.70,0.652,1.32,2.46,8,59.024
1997-07-03,7.61,0.488,1.36,2.46,7.94,71.47
1997-07-04,7.61,0.386,1.46,2.66,10.47,71.47
1997-07-05,22.46,0.32,1.42,2.46,24.37,71.47
1997-07-06,18.70,0.604,1.3,3.5,35.69,87.898
1997-07-07,18.70,0.574,1,3.37,25.12,71.47
1997-07-08,12.40,0.65,1.02,2.46,19.77,71.47
1997-07-09,12.40,0.706,2,3.67,12.4,71.47
1997-07-10,12.40,0.704,2.14,3.26,12.4,87.874
1997-07-11,12.40,1.864,2.23,3.01,12.4,77.47
1997-07-12,12.40,1.692,2,4.08,17.36,87.908
1997-07-13,12.40,1.534,2,4.62,9.94,101.84
1997-07-14,12.40,1.054,2.46,4.08,37.71,72.382
1997-07-15,12.40,0.822,2,3.96,63.1,140.804
1997-07-16,12.40,0.79,2,7.61,60.82,135.742
1997-07-17,12.40,0.816,2,5.77,38.57,72.076
1997-07-18,12.40,0.714,2,5,33.55,65.252
1997-07-19,12.40,0.666,1.3,4.5,20.15,66.354
1997-07-20,12.40,0.752,1.82,4.64,12.4,97.442
1997-07-21,12.40,0.64,2,5,9.83,89.99
1997-07-22,12.40,0.748,1.8,3.62,12.4,60.538
1997-07-23,12.40,0.704,1.25,2.92,16.66,73.626
1997-07-24,12.40,0.73,1.4,5.5,40.16,90.836
1997-07-25,7.61,0.724,1,3.5,12.65,82.398
1997-07-26,12.40,0.738,1.14,2.46,12.4,117.022
1997-07-27,12.40,0.698,0.84,2.46,14.61,131.17
1997-07-28,12.40,0.538,0.7,2.46,12.4,111.112
1997-07-29,12.40,0.585,0.82,2.46,18.2875,95.545
1997-07-30,12.40,0.55,0.77,2.255,18.6775,98.785
1997-07-31,12.40,0.515,0.885,2.46,14.8375,94.805
1997-08-01,12.40,0.524,0.92,2.55,14.17,54.864
1997-08-02,12.40,0.57,0.915,2.46,12.185,96.22
1997-08-03,12.40,0.526,0.91,2.46,10.2,97.806
1997-08-04,12.40,0.49,0.89,2.46,14.165,121.73
1997-08-05,18.70,0.458,1.05,2.46,13.465,79.85
1997-08-06,12.40,0.466,0.97,2.46,14.985,94.772
1997-08-07,12.40,0.804,1.605,5.8,21.12,91.142
1997-08-08,12.40,1.09,2,4.5,13.73,87.75
1997-08-09,12.40,0.816,2.13,4.96,13.84,75.4
1997-08-10,18.70,1.312,2,7.58,56.385,191.982
1997-08-11,18.70,1.71,2.615,7.66,27.115,111.158
1997-08-12,18.70,1.602,2.615,8,23.355,90.98
1997-08-13,18.70,1.114,2.185,8.47,22.05,94.546
1997-08-14,18.70,1.666,2.34,8,19.51,69.254
1997-08-15,12.40,1.892,2.46,6.95,29.925,101.112
1997-08-16,18.70,1.964,2.55,8,35.665,99.984
1997-08-17,18.70,1.522,2.42,8,27.705,63.828
1997-08-18,18.70,1.118,2.585,8,32.655,83.506
1997-08-19,12.40,1.006,2.42,8,49.385,141.456
1997-08-20,26.64,0.882,2.46,4.61,26.64,89.724
1997-08-21,18.70,0.716,2.06,4.46,20.885,87.246
1997-08-22,9.83,0.654,1.985,3.62,12.665,76.604
1997-08-23,12.40,1.194,2.46,5.3,11.745,56.28
1997-08-24,12.40,1.728,2.745,7.22,20.46,67.438
1997-08-25,12.40,2.46,3.5275,11.265,42.675,113.53
1997-08-26,12.40,2.46,3.31,8.36,20.62,125.176
1997-08-27,12.40,2.208,3.225,7.73,23.225,96.646
1997-08-28,12.40,2.046,2.785,7.31,27.72,96.33
1997-08-29,12.40,1.542,2.22,5.62,28.185,98.96
1997-08-30,12.40,1.414,2.46,5.08,28.66,101.07
1997-08-31,12.40,1.778,2.57,7.23,24.9525,98.341
1997-09-01,12.40,1.544,2.61,7.61,19.82,83.594
1997-09-02,12.40,1.449,2.46,7.135,13.82,72.417
1997-09-03,12.40,1.222,2.23,5.88,16.095,201.712
1997-09-04,12.40,0.874,2.23,8.51,28.85,139.586
1997-09-05,12.40,1.195,2.595,7.805,27.885,136.5
1997-09-06,12.40,1.08,2.9625,12,38.8775,133.39
1997-09-08,12.40,1.534,2.46,7.35,21.67,101.812
1997-09-09,12.40,1.198,2.46,6.59,12.47,89.516
1997-09-10,12.40,0.978,2.46,4.71,11,81.704
1997-09-11,12.40,1.325,2.5625,5.41,16.9225,111.155
1997-09-12,12.40,0.968,3.18,7.53,39.895,171.504
1997-09-13,12.40,1.47,2.76,5.16,42.89,138.148
1997-09-14,12.40,1.325,2.565,6.085,15.93,86.235
1997-09-15,12.40,1.38,2.5225,5.715,12.2175,92.305
1997-09-16,12.40,1.768,2.46,4.05,14.66,75.354
1997-09-17,12.40,1.75,2.79,5.19,13.6,145.724
1997-09-18,12.40,1.84,2.9325,5.17,12.05,109.24
1997-09-19,12.40,1.968,2.81,5.31,12.4,110.422
1997-09-20,12.40,1.952,2.73,7.61,16.1,78.316
1997-09-21,12.40,1.695,2.8125,6.605,19.395,92.125
1997-09-22,12.40,1.735,2.7075,7.13,23.725,99.495
1997-09-23,18.70,1.315,2.4875,7.44,17.4525,102.485
1997-09-24,12.40,0.91,2.46,5.115,12.4,99.245
1997-09-25,12.40,1.73,2.46,5.065,12.4,94.575
1997-09-26,12.40,1.445,2.46,5.075,15.55,75.075
1997-09-27,9.83,1.035,2.46,4.285,12.2375,65.975
1997-09-28,12.40,1.315,2.5475,4.325,12.4,59.35
1997-09-29,12.40,2.29,2.895,4.34,10.8725,53.64
1997-09-30,12.40,2.13,2.915,5.215,12.4,53.065
1997-10-01,12.40,1.645,2.665,4.2,12.33,52.515
1997-10-03,12.40,1.675,2.56,4.03,12.05,83.685
1997-10-04,12.40,1.18,2.2875,4.105,12.4,56.72
1997-10-07,12.40,1.175,2.46,3.665,15.58,74.54
1997-10-08,12.40,1.358,2.215,3.34,14.325,54.364
1997-10-10,12.40,0.574,2.2,3.57,10.895,37.424
1997-10-12,12.40,0.77,2.11,3.38,9.12,40.6
1997-10-14,12.40,0.924,1.835,2.46,9,67.454
1997-10-15,7.61,0.666,1.79,3.28,11.7,39.12
1997-10-16,7.61,0.378,1.725,3,11.7,36.934
1997-10-17,7.61,0.3,1.7825,3.035,10.1525,40.65
1997-10-18,7.61,0.285,1.685,3.135,10.4975,46.095
1997-10-19,7.61,0.69,1.685,3.045,11.7125,39.425
1997-10-20,7.61,1.025,1.9425,2.975,10.1525,38.67
1997-10-21,7.61,0.685,2.46,2.94,12.05,65.93
1997-10-22,7.61,0.67,2.46,2.925,12.1425,65.255
1997-10-23,7.61,0.63,2.0125,2.875,12.0725,54.495
1997-10-24,7.61,0.545,1.9975,2.85,10.7975,51.125
1997-10-25,1.14,0.498,1.71,2.99,9.36,42.816
1997-10-26,7.61,0.466,1.43,3,9.92,42.028
1997-10-27,7.61,0.448,1.8,2.92,11,43.11
1997-10-28,7.61,0.508,1.21,2.91,11,43.916
1997-10-29,7.61,0.555,1.2775,2.8,8.0375,36.03
1997-10-30,7.61,0.545,1.235,2.595,7.6625,34.805
1997-10-31,7.61,0.515,1.175,2.565,7.5375,38.935
1997-11-01,7.61,0.535,1.88,3.05,7.56,44.065
1997-11-02,7.61,0.5,1.4825,2.73,7.61,42.19
1997-11-03,7.61,0.475,1.4125,2.705,7.61,39.845
1997-11-04,7.61,0.64,1.28,2.51,7.61,40.9
1997-11-05,7.61,0.495,1.0575,2.23,7.61,36.765
1997-11-06,7.61,0.535,0.7975,2.24,7.61,55.655
1997-11-07,7.61,0.525,1.04,2.445,8.3525,58.46
1997-11-08,7.61,0.535,1.2025,2.54,10.1525,41.58
1997-11-09,7.61,0.5,1.1525,2.615,10.1525,52.69
1997-11-10,7.61,0.43,1.1275,2.565,12.2375,63.44
1997-11-11,7.61,0.58,1.0325,2.5,10.7775,61.425
1997-11-12,1.14,0.625,1.1875,2.41,10.7025,60.055
1997-11-13,1.14,0.58,1.1525,2.195,10.5225,54.355
1997-11-14,7.61,0.57,1.1525,2.365,10.685,40.9
1997-11-15,7.61,0.525,1.085,2.45,8.44,42.795
1997-11-16,7.61,0.53,1.2275,2.445,7.61,42.23
1997-11-17,7.61,0.435,1.18,2.16,7.61,39.975
1997-11-18,7.61,0.51,0.95,2.07,7.61,37.775
1997-11-19,7.61,0.505,1.1575,2.305,7.61,36.755
1997-11-20,7.61,0.505,0.8925,2.075,7.61,35.585
1997-11-21,7.61,0.545,0.885,2.06,7.61,35.885
1997-11-22,7.61,0.455,0.695,2.005,8.435,35.175
1997-11-23,7.61,0.405,0.825,2.105,10.1525,36.01
1997-11-24,7.61,0.37,0.82,1.93,7.61,36.895
1997-11-25,7.61,0.385,0.8,2.365,7.61,36.995
1997-11-26,12.40,0.435,0.98,2.23,10.1525,35.835
1997-11-27,7.61,0.38,0.715,2,7.525,32.228
1997-11-28,12.40,0.52,0.755,2,7.08,34.036
1997-11-29,15.35,0.44,0.845,2.46,9.045,34.052
1997-11-30,18.70,0.612,0.935,2.46,7.785,59.826
1997-12-01,18.70,0.412,0.88,2,5.445,57.61
1997-12-02,18.70,0.502,0.875,1.89,3.655,50.412
1997-12-03,18.70,0.5,0.8,2,5.215,32.068
1997-12-04,18.70,0.422,0.8,2,6.63,32.364
1997-12-05,12.40,0.436,0.78,2.3,5.905,28.312
1997-12-06,12.40,0.416,0.73,2,5.305,25.744
1997-12-07,12.40,0.422,0.805,2.29,7.09,32.066
1997-12-08,12.40,0.555,0.8825,2.095,8.915,30.98
1997-12-09,12.40,0.465,0.77,2.175,9.0125,33.44
1997-12-10,12.40,0.434,0.85,2.13,8.42,38.4
1997-12-11,12.40,0.55,0.85,2.26,5.38,16.16
1997-12-12,12.40,0.403,0.8225,1.89,4.815,27.688
1997-12-13,12.40,0.408,0.71,1.925,4.4975,12.4
1997-12-14,12.40,0.399,1.01,2.32,9.3475,25.875
1997-12-15,12.40,0.408,1.03,2.22,12.4,42.888
1997-12-16,12.40,0.406,0.84,2.1,12.4,42.888
1997-12-17,7.61,0.44,0.79,2.13,7.61,46.784
1997-12-18,7.61,0.422,0.69,2,3.93,38.792
1997-12-19,7.61,0.529,0.805,1.925,4.58,41.57
1997-12-20,7.61,0.462,0.7575,2.015,3.92,41.324
1997-12-21,12.40,0.47,0.84,2,4.53,37.192
1997-12-22,12.40,0.506,0.87,2.46,5.33,51.44
1997-12-23,12.40,0.56,0.72,2.02,3.04,37.192
1997-12-24,12.40,0.276,0.63,1.1,2.58,51.44
1997-12-25,12.40,0.599,0.875,1.56,3.055,42.209
1997-12-26,12.40,0.501,0.74,1.69,2.755,41.012
1997-12-27,12.40,0.396,0.7325,1.86,2.575,39.633
1997-12-28,12.40,0.385,0.7325,2.015,4.3775,41.324
1997-12-29,12.40,0.488,0.7175,1.625,3.0075,41.324
1997-12-30,12.40,0.522,0.7425,1.575,3.63,41.324
1997-12-31,12.40,0.294,0.7475,1.58,3.2125,35.864
1998-01-01,7.61,0.55,0.71,1.56,2.46,7.61
1998-01-02,7.61,0.539,0.6775,1.14,2.46,7.61
1998-01-03,7.61,0.53,0.64,0.73,2.46,7.61
1998-01-04,7.61,0.31,0.64,0.86,2.46,7.61
1998-01-05,7.61,0.342,0.66,0.855,2.46,7.61
1998-01-06,7.61,0.328,0.61,0.725,2.46,7.61
1998-01-07,7.61,0.297,0.5875,0.72,2.61,7.61
1998-01-08,7.61,0.341,0.58,0.72,4.83,7.61
1998-01-09,7.61,0.22,0.54,0.7,2.46,7.61
1998-01-10,7.61,0.06,0.54,1.31,2.46,7.61
1998-01-11,7.61,0.21,0.57,1.12,2.46,7.61
1998-01-12,7.61,0.06,0.51,1.01,2.46,7.61
1998-01-13,7.61,0.38,0.55,1.03,7.61,26.42
1998-01-14,7.61,0.13,0.51,1.07,2.46,7.61
1998-01-15,7.61,0.072,0.5125,1,2.46,7.61
1998-01-16,7.61,0.076,0.5275,1.005,2.46,7.61
1998-01-17,7.61,0.103,0.505,0.935,2.46,24.539
1998-01-18,7.61,0.269,0.5025,0.94,2.46,7.61
1998-01-19,7.61,0.392,0.53,0.9,2.46,7.61
1998-01-20,7.61,0.445,0.51,0.825,2.46,7.61
1998-01-21,7.61,0.109,0.5,0.79,3.1525,7.61
1998-01-22,7.61,0.464,0.5175,0.86,2.7825,7.61
1998-01-23,7.61,0.327,0.5125,0.735,2.7825,7.61
1998-01-24,7.61,0.212,0.55,0.895,3.72,7.61
1998-01-25,7.61,0.511,0.5825,1.05,2.46,7.61
1998-01-26,7.61,0.43,0.5325,1.2,3.6525,7.61
1998-01-27,7.61,0.344,0.555,1.125,2.46,7.61
1998-01-28,7.61,0.471,0.54,1.105,3.735,7.997
1998-01-29,7.61,0.438,0.5325,1.125,2.825,7.61
1998-01-30,7.61,0.53,0.565,1.665,4.1425,7.61
1998-01-31,7.61,0.52,0.61,2,3.44,7.61
1998-02-01,7.61,0.521,0.55,1.68,3.81,7.61
1998-02-02,7.61,0.45,0.52,1.04,4.86,13.22
1998-02-03,7.61,0.24,0.52,1.01,3.1,8.186
1998-02-04,12.40,0.264,0.52,1,2.46,11.442
1998-02-05,12.40,0.314,0.49,0.72,2.46,11.442
1998-02-06,12.40,0.387,0.4875,0.8,2.535,11.921
1998-02-07,12.40,0.431,0.4925,0.815,2.46,11.921
1998-02-08,12.40,0.471,0.5475,0.845,2.345,11.921
1998-02-09,12.40,0.442,0.5575,0.97,2.55,11.921
1998-02-10,12.40,0.472,0.54,1.24,2.46,11.921
1998-02-11,12.40,0.463,0.525,1.1,2.46,11.921
1998-02-12,12.40,0.396,0.505,0.78,2.46,11.921
1998-02-13,12.40,0.436,0.555,1.3,2.46,11.442
1998-02-14,12.40,0.452,0.5525,1.67,2.46,11.921
1998-02-15,12.40,0.474,0.655,1.47,2.46,11.921
1998-02-16,12.40,0.49,0.625,1.46,2.55,12.023
1998-02-17,12.40,0.466,0.555,1.375,2.46,11.921
1998-02-18,12.40,0.446,0.5475,1.145,2.4725,10.963
1998-02-19,12.40,0.486,0.535,0.89,2.46,12.202
1998-02-20,12.40,0.444,0.53,0.89,2.46,16.464
1998-02-21,12.40,0.404,0.525,0.88,2.46,11.934
1998-02-22,12.40,0.438,0.57,1.73,2.46,11.442
1998-02-23,12.40,0.406,0.57,2,4.285,11.442
1998-02-24,12.40,0.39,0.605,1.82,2.75,11.524
1998-02-25,12.40,0.358,0.555,2,3.735,23.616
1998-02-26,12.40,0.338,0.54,2,5.71,23.616
1998-02-27,12.40,0.366,0.535,2,5.315,12.06
1998-02-28,12.40,0.462,0.595,2,7.06,12.166
1998-03-01,7.61,0.46,0.59,2.36,7.61,12.536
1998-03-02,7.61,0.442,0.595,2,7.61,12.596
1998-03-03,7.61,0.364,0.48,2,7.17,12.002
1998-03-04,7.61,0.399,0.5025,1.965,6.9725,11.453
1998-03-05,7.61,0.368,0.595,2,6.945,12.002
1998-03-06,7.61,0.406,0.595,2.08,5.865,12.392
1998-03-07,7.61,0.446,0.59,2,5.495,12.784
1998-03-08,7.61,0.453,0.735,2.06,5.795,11.783
1998-03-09,7.61,0.386,0.675,2,6.835,12.132
1998-03-10,7.61,0.342,0.64,1.93,7.395,12.432
1998-03-11,13.54,0.302,0.605,2,6.985,13.452
1998-03-12,7.61,0.336,0.59,2.46,7.61,15.052
1998-03-13,7.61,0.443,0.8225,2.9,8.0725,23.033
1998-03-14,7.61,0.434,0.745,3.655,7.61,22.586
1998-03-15,7.61,0.428,0.655,3.275,7.61,25.064
1998-03-16,7.61,0.398,0.55,2.46,6.61,36.716
1998-03-17,7.61,0.452,0.51,2.38,7.61,40.846
1998-03-18,7.61,0.49,0.685,2.46,8.3525,44.252
1998-03-19,7.61,0.4,0.9,2.46,7.61,36.796
1998-03-20,12.40,0.475,0.855,2.86,8.5475,42.857
1998-03-21,14.13,0.501,0.8525,3.05,7.92,34.807
1998-03-22,16.64,0.494,0.75,2.865,10.2875,42.398
1998-03-23,12.40,0.594,0.73,2.67,7.845,58.014
1998-03-24,7.61,0.574,0.68,2.46,7.61,28.93
1998-03-25,7.61,0.53,0.6875,2.435,7.61,27.443
1998-03-26,7.61,0.51,0.71,2.46,7.61,59.322
1998-03-27,7.61,0.474,0.66,2.46,7.61,61.71
1998-03-28,7.61,0.468,0.72,2.46,8.65,75.704
1998-03-29,7.61,0.468,0.7,2.46,7.79,65.562
1998-03-30,7.61,0.492,0.7,2.95,8.28,60.994
1998-03-31,7.61,0.492,1.36,2.46,7.83,70.302
1998-04-01,7.61,0.56,1.41,2.68,8.315,58.85
1998-04-02,12.40,0.535,1.1725,2.72,11.7575,48.47
1998-04-03,12.40,0.675,1.2325,2.46,11.6675,71.425
1998-04-04,12.40,0.445,1.3375,3.95,9.44,68.035
1998-04-05,12.40,0.48,1.03,3.83,8.24,59.456
1998-04-06,12.40,0.578,1.085,3.05,9.6,52.916
1998-04-07,12.40,0.62,1.045,2.88,12.0475,48.545
1998-04-08,12.40,0.63,1.09,3,11.43,45.476
1998-04-09,12.40,0.498,1.005,3.54,10.515,52.814
1998-04-10,12.40,0.587,1.175,2.795,9.4475,45.508
1998-04-11,12.40,0.55,0.9,2.51,7.685,36.723
1998-04-12,15.35,0.516,0.7275,2.575,6.8825,47.776
1998-04-13,12.40,0.497,0.83,2.585,7.2125,46.537
1998-04-14,12.40,0.478,1.075,2.48,7.89,39.818
1998-04-15,12.40,0.61,1.155,2.45,5.7425,43.815
1998-04-16,12.40,0.565,1.1475,2.21,4.145,43.815
1998-04-17,12.40,0.66,1.265,2,4.08,37.532
1998-04-18,12.40,0.646,1.135,2.35,5.805,37.532
1998-04-19,12.40,0.624,1.11,2.46,5.805,47.966
1998-04-20,12.40,0.632,1.04,2.46,5.67,37.532
1998-04-21,12.40,0.562,1.06,2.5,6.025,41.96
1998-04-22,12.40,0.516,1.11,2.46,7.805,41.44
1998-04-23,12.40,0.55,1.13,2.46,7.805,34.394
1998-04-24,12.40,0.472,1.21,2.77,8.81,32.368
1998-04-25,12.40,0.512,1.115,3.03,9.75,41.924
1998-04-26,12.40,0.616,1.58,2.89,6.505,37.532
1998-04-27,12.40,0.528,1.305,2.46,6.335,37.532
1998-04-28,12.40,0.532,0.95,2.46,6.785,37.532
1998-04-29,15.35,0.49,1.095,2.46,11.675,74.876
1998-04-30,15.35,0.466,0.85,2.46,10,76.046
1998-05-01,7.61,0.444,0.765,2.31,7.805,77.098
1998-05-02,7.61,0.41,0.88,2.46,7.805,74.876
1998-05-03,7.61,0.37,0.725,2.05,7.805,59.346
1998-05-04,7.61,0.352,0.605,2,7.775,39.288
1998-05-05,7.61,0.308,0.595,1.92,7.775,36.04
1998-05-06,7.61,0.334,0.61,2,7.775,35.08
1998-05-07,7.61,0.354,0.575,2,7.335,37.1
1998-05-08,7.61,0.294,0.55,1.64,7.355,41.348
1998-05-09,7.61,0.306,0.57,2,6.195,32.956
1998-05-10,7.61,0.346,0.51,1.59,6.215,39.636
1998-05-11,7.61,0.314,0.645,1.16,6.48,70.496
1998-05-12,7.61,0.276,0.555,1.42,6.44,67.692
1998-05-13,7.61,0.292,0.49,1.21,5.86,41.36
1998-05-14,7.61,0.31,0.48,1.33,5.035,45.032
1998-05-15,7.61,0.246,0.37,2,5.035,41.746
1998-05-16,7.61,0.236,0.37,1.73,7.585,37.878
1998-05-17,7.61,0.28,0.4625,1.9,5.7575,38.715
1998-05-18,7.61,0.282,0.51,2,7.61,73.688
1998-05-19,7.61,0.276,0.52,2.18,7.745,37.622
1998-05-20,7.61,0.284,0.36,2,6.59,34.54
1998-05-21,7.61,0.252,0.355,2,3.66,33.012
1998-05-22,7.61,0.272,0.365,2,5.275,32.156
1998-05-23,7.61,0.216,0.515,2.45,5.955,60.39
1998-05-24,7.61,0.234,0.425,2.09,5.3,55.77
1998-05-25,7.61,0.14,0.3,1.785,6.7075,44.605
1998-05-26,7.61,0.225,0.4875,1.61,6.5825,39.61
1998-05-27,7.61,0.21,0.365,1.515,6.3225,37.405
1998-05-28,7.61,0.2,0.4,1.76,2.6775,40.13
1998-05-29,7.61,0.155,0.31,1.59,2.5575,38.39
1998-05-30,7.61,0.185,0.395,1.485,2.46,38.815
1998-05-31,7.61,0.175,0.4425,1.71,6.35,39.32
1998-06-01,12.40,0.195,0.3725,1.625,2.97,39.315
1998-06-02,18.70,0.18,0.32,1.59,2.475,42.175
1998-06-03,12.40,0.18,0.3,1.785,3.1125,43.815
1998-06-04,12.40,0.145,0.2625,1.575,2.94,43.225
1998-06-05,12.40,0.115,0.1975,1.565,3.2125,43.815
1998-06-06,12.40,0.135,0.2875,1.855,3.32,43.815
1998-06-07,12.40,0.135,0.335,1.895,6.3525,43.815
1998-06-08,12.40,0.16,0.295,2,4.5725,42.53
1998-06-09,12.40,0.115,0.385,2,6.3425,43.155
1998-06-10,12.40,0.21,0.615,1.735,5.235,38.925
1998-06-11,12.40,0.185,0.32,1.38,2.46,42.87
1998-06-12,12.40,0.155,0.3025,1.3,2.52,37.59
1998-06-13,22.46,0.175,0.36,1.125,2.46,41.805
1998-06-14,36.38,0.19,0.3225,1.225,4.665,49.415
1998-06-15,12.40,0.236,0.4,1.34,3.15,44.938
1998-06-16,12.40,0.215,0.35,1.875,4.6725,38.665
1998-06-17,12.40,0.165,0.2925,2,6.4325,37.75
1998-06-18,12.40,0.222,0.34,1.66,7.61,49.984
1998-06-19,12.40,0.24,0.41,1.43,7.61,49.38
1998-06-20,12.40,0.232,0.39,1.37,7.61,50.132
1998-06-21,12.40,0.212,0.4,2,8,49.752
1998-06-22,12.40,0.204,0.33,2,7.61,49.752
1998-06-23,12.40,0.232,0.58,1.685,7.7075,51.736
1998-06-24,12.40,0.254,0.5375,2.46,9.1,72.865
1998-06-25,12.40,0.267,0.64,1.915,9.1,72.865
1998-06-26,2.89,0.286,0.645,1.99,9.1,72.865
1998-06-27,1.89,0.224,0.87,2,11.37,71.47
1998-06-28,1.89,0.19,0.87,1.89,10,71.47
1998-06-29,1.89,0.202,0.86,2,7.61,66.598
1998-06-30,1.89,0.26,1.22,2.46,13.1,71.47
